Equipo,Ciudad,Estadio,Liga,region,Año_fundacion,Años_cantidad,combined
Atlético Juventud,Nepeña,Estadio Justo Ruiz Prieto,Copa Perú,Áncash,1946.0,78.0,Atlético Juventud-Nepeña-Áncash
Atlético Nicrupampa,Huaraz,Estadio Rosas Pampa,Copa Perú,Áncash,1943.0,81.0,Atlético Nicrupampa-Huaraz-Áncash
Boca Juniors de Huarmey,Huarmey,Estadio Modelo,Copa Perú,Áncash,1960.0,64.0,Boca Juniors de Huarmey-Huarmey-Áncash
Centro Social de Pariacoto,Pariacoto,Estadio Municipal de Pariacoto,Copa Perú,Áncash,1961.0,63.0,Centro Social de Pariacoto-Pariacoto-Áncash
Círculo Deportivo,Ticapampa,Estadio Municipal de Ticapampa,Copa Perú,Áncash,1956.0,68.0,Círculo Deportivo-Ticapampa-Áncash
Cultural Casma,Casma,Estadio Valeriano López,Copa Perú,Áncash,1942.0,82.0,Cultural Casma-Casma-Áncash
Defensor Callima,Pariacoto,Estadio Municipal de Pariacoto,Copa Perú,Áncash,1973.0,51.0,Defensor Callima-Pariacoto-Áncash
Defensor Convento,Pomabamba,Estadio Municipal de Pomabamba,Copa Perú,Áncash,1930.0,94.0,Defensor Convento-Pomabamba-Áncash
Defensor Nicrupampa,Independencia,Complejo Deportivo Huaraz,Copa Perú,Áncash,1978.0,46.0,Defensor Nicrupampa-Independencia-Áncash
Defensor San Rafael,Casma,Estadio Valeriano López,Copa Perú,Áncash,1948.0,76.0,Defensor San Rafael-Casma-Áncash
Defensor Strong Boys,Chimbote,Estadio Manuel Rivera Sánchez,Copa Perú,Áncash,1952.0,72.0,Defensor Strong Boys-Chimbote-Áncash
Deportivo Asunción,Chacas,Estadio Huaychopampa,Copa Perú,Áncash,1974.0,50.0,Deportivo Asunción-Chacas-Áncash
Deportivo Belén,Huaraz,Estadio Rosas Pampa,Copa Perú,Áncash,1938.0,86.0,Deportivo Belén-Huaraz-Áncash
Deportivo Cóndor,Pachapaqui,Estadio Municipal,Copa Perú,Áncash,1950.0,74.0,Deportivo Cóndor-Pachapaqui-Áncash
Deportivo Macash,Moro,Estadio Municipal de Moro,Copa Perú,Áncash,1990.0,34.0,Deportivo Macash-Moro-Áncash
Deportivo Raymondi,Sihuas,Estadio Héroes del Cenepa,Copa Perú,Áncash,1947.0,77.0,Deportivo Raymondi-Sihuas-Áncash
Deportivo Primavera,Sihuas,Estadio Héroes del Cenepa,Copa Perú,Áncash,1948.0,76.0,Deportivo Primavera-Sihuas-Áncash
Deportivo San Martín de Porres,Casma,Estadio Valeriano López,Copa Perú,Áncash,1978.0,46.0,Deportivo San Martín de Porres-Casma-Áncash
Deportivo Sider Perú,Chimbote,Estadio Manuel Rivera Sánchez,Copa Perú,Áncash,1961.0,63.0,Deportivo Sider Perú-Chimbote-Áncash
Dos de Mayo,Cátac,Estadio Municipal de Catac,Copa Perú,Áncash,1926.0,98.0,Dos de Mayo-Cátac-Áncash
El Chasqui,Colquioc,Estadio Municipal de Chasquitambo,Copa Perú,Áncash,1960.0,64.0,El Chasqui-Colquioc-Áncash
El Obrero,Ticapampa,Estadio Municipal de Ticapampa,Copa Perú,Áncash,1938.0,86.0,El Obrero-Ticapampa-Áncash
Estrella Roja de Santa,Santa,Estadio San Bartolo,Copa Perú,Áncash,1978.0,46.0,Estrella Roja de Santa-Santa-Áncash
FC San Marcos,San Marcos,Estadio Municipal de San Marcos,Segunda División,Áncash,2022.0,2.0,FC San Marcos-San Marcos-Áncash
Huascarán Deportivo Cultural,Mancos,Estadio Municipal de Mancos,Copa Perú,Áncash,1952.0,72.0,Huascarán Deportivo Cultural-Mancos-Áncash
Huracán de Toma,Carhuaz,Estadio Capitán Carlos Mejía,Copa Perú,Áncash,1955.0,69.0,Huracán de Toma-Carhuaz-Áncash
Independiente 3 de Octubre,Nuevo Chimbote,Estadio César Cueto,Copa Perú,Áncash,1985.0,39.0,Independiente 3 de Octubre-Nuevo Chimbote-Áncash
José Gálvez,Chimbote,Estadio Manuel Rivera Sánchez,Copa Perú,Áncash,1952.0,72.0,José Gálvez-Chimbote-Áncash
José Olaya,San Luis,Estadio Municipal de San Luis,Copa Perú,Áncash,1998.0,26.0,José Olaya-San Luis-Áncash
Juventud Tabón,Comandante Noel,Estadio José Valdez Honores,Copa Perú,Áncash,1940.0,84.0,Juventud Tabón-Comandante Noel-Áncash
Juventud Tambo Real,Santa,Estadio San Bartolo,Copa Perú,Áncash,1955.0,69.0,Juventud Tambo Real-Santa-Áncash
Las Palmeras,Caraz,Estadio Gerardo Lara Guerrero,Copa Perú,Áncash,1990.0,34.0,Las Palmeras-Caraz-Áncash
Líderes de Huaripampa,San Marcos,Estadio Municipal de San Marcos,Copa Perú,Áncash,2006.0,18.0,Líderes de Huaripampa-San Marcos-Áncash
Los Ángeles de Ocros,Ocros,Estadio Municipal de Ocros,Copa Perú,Áncash,1991.0,33.0,Los Ángeles de Ocros-Ocros-Áncash
Nueva Generación,Chimbote,Estadio Manuel Rivera Sánchez,Copa Perú,Áncash,1973.0,51.0,Nueva Generación-Chimbote-Áncash
Ovación Miraflores,Chimbote,Estadio Manuel Rivera Sánchez,Copa Perú,Áncash,1970.0,54.0,Ovación Miraflores-Chimbote-Áncash
Ramón Castilla,San Luis,Estadio Municipal de San Luis,Copa Perú,Áncash,1980.0,44.0,Ramón Castilla-San Luis-Áncash
River Santa,Carhuaz,Estadio Capitán Carlos Mejía,Copa Perú,Áncash,1967.0,57.0,River Santa-Carhuaz-Áncash
Rosario FC,Huaraz,Estadio Rosas Pampa,Copa Perú,Áncash,1966.0,58.0,Rosario FC-Huaraz-Áncash
San Cristóbal,Moro,Estadio Municipal de Moro,Copa Perú,Áncash,1949.0,75.0,San Cristóbal-Moro-Áncash
Santa Rosa,Cátac,Estadio Municipal de Catac,Copa Perú,Áncash,1945.0,79.0,Santa Rosa-Cátac-Áncash
Santo Domingo de Compina,Ticapampa,Estadio Municipal de Ticapampa,Copa Perú,Áncash,1951.0,73.0,Santo Domingo de Compina-Ticapampa-Áncash
Sipesa FC,Nuevo Chimbote,Estadio César Cueto,Copa Perú,Áncash,2006.0,18.0,Sipesa FC-Nuevo Chimbote-Áncash
Social Marcará,Carhuaz,Estadio Municipal de Carhuaz,Copa Perú,Áncash,1962.0,62.0,Social Marcará-Carhuaz-Áncash
Sport Áncash,Huaraz,Estadio Rosas Pampa,Copa Perú,Áncash,1967.0,57.0,Sport Áncash-Huaraz-Áncash
Sport Boys de Cushipampa,Moro,Estadio Municipal de Moro,Copa Perú,Áncash,1982.0,42.0,Sport Boys de Cushipampa-Moro-Áncash
Sport Cañari,Pomabamba,Estadio Municipal de Pomabamba,Copa Perú,Áncash,1928.0,96.0,Sport Cañari-Pomabamba-Áncash
Sport Chavín,Caraz,Estadio Gerardo Lara Guerrero,Copa Perú,Áncash,2002.0,22.0,Sport Chavín-Caraz-Áncash
Sport La Libertad,Recuay,Estadio Municipal de Recuay,Copa Perú,Áncash,1972.0,52.0,Sport La Libertad-Recuay-Áncash
UNASAM La Rinconada,Caraz,Estadio Gerardo Lara Guerrero,Copa Perú,Áncash,1998.0,26.0,UNASAM La Rinconada-Caraz-Áncash
Unión Deportivo Buenavista,Buenavista Alta,Estadio Dimas Zegarra,Copa Perú,Áncash,1956.0,68.0,Unión Deportivo Buenavista-Buenavista Alta-Áncash
Unión Deportivo Huracán,Mancos,Estadio Municipal de Mancos,Copa Perú,Áncash,1967.0,57.0,Unión Deportivo Huracán-Mancos-Áncash
Unión Juventud,Chimbote,Estadio Manuel Rivera Sánchez,Copa Perú,Áncash,1957.0,67.0,Unión Juventud-Chimbote-Áncash
Unión Nepeña,Nepeña,Estadio Justo Ruiz Prieto,Copa Perú,Áncash,1952.0,72.0,Unión Nepeña-Nepeña-Áncash
Universidad Nacional del Santa,Nuevo Chimbote,Estadio César Cueto,Copa Perú,Áncash,1985.0,39.0,Universidad Nacional del Santa-Nuevo Chimbote-Áncash
Virgen de Guadalupe,Pueblo Libre,Estadio Municipal,Copa Perú,Áncash,1978.0,46.0,Virgen de Guadalupe-Pueblo Libre-Áncash
